Serial no.,Horse id,Horse-Gender,Horse-Height,Horse-Weight,Racer-Horse
10403,H10403,M,,,Yes
10404,H10404,M,43.0,348.0,No
10405,H10405,M,,,Yes
10406,H10406,M,,792.0,Yes
10407,H10407,M,52.0,414.0,No
10408,H10408,F,29.0,208.0,No
10409,H10409,M,44.0,328.0,No
10410,H10410,F,,,Yes
10411,H10411,M,56.0,552.0,Yes
10412,H10412,,66.0,912.0,No
10413,H10413,F,,,Yes
10414,H10414,M,70.0,1118.0,No
10415,H10415,M,,475.0,No
10416,H10416,F,57.0,,No
10417,H10417,F,56.0,580.0,No
10418,H10418,M,,285.0,No
10419,H10419,F,65.0,860.0,No
10420,H10420,M,64.0,895.0,Yes
10421,H10421,M,51.0,450.0,No
10422,H10422,M,48.0,385.0,Yes
10423,H10423,M,63.0,,Yes
10424,H10424,F,63.0,,No
10425,H10425,F,49.0,373.0,No
10426,H10426,F,62.0,751.0,Yes
10427,H10427,M,65.0,896.0,Yes
10428,H10428,M,,521.0,No
10429,H10429,M,,,No
10430,H10430,F,65.0,,Yes
10431,H10431,M,65.0,,Yes
10432,H10432,M,60.0,698.0,No
10433,H10433,M,66.0,940.0,Yes
10434,H10434,M,56.0,,Yes
10435,H10435,,62.0,727.0,Yes
10436,H10436,M,47.0,396.0,No
10437,H10437,F,58.0,672.0,Yes
10438,H10438,M,34.0,248.0,No
10439,H10439,M,51.0,441.0,Yes
10440,H10440,M,60.0,,Yes
10441,H10441,F,63.0,,No
10442,H10442,,58.0,650.0,Yes
10443,H10443,M,,660.0,No
10444,H10444,F,57.0,,Yes
10445,H10445,M,65.0,846.0,Yes
10446,H10446,M,,,Yes
10447,H10447,M,,632.0,Yes
10448,H10448,F,,702.0,Yes
10449,H10449,F,66.0,926.0,Yes
10450,H10450,F,70.0,,Yes
10451,H10451,F,48.0,,Yes
10452,H10452,,50.0,431.0,No
10453,H10453,M,65.0,,Yes
10454,H10454,F,,,Yes
10455,H10455,F,,448.0,No
10456,H10456,M,,476.0,No
10457,H10457,M,49.0,372.0,Yes
10458,H10458,M,,,Yes
10459,H10459,,,,Yes
10460,H10460,F,,,Yes
10461,H10461,F,,630.0,No
10462,H10462,M,64.0,807.0,Yes
10463,H10463,,42.0,263.0,No
10464,H10464,M,,563.0,Yes
10465,H10465,M,58.0,,No
10466,H10466,F,52.0,433.0,No
10467,H10467,M,65.0,,Yes
10468,H10468,M,62.0,725.0,Yes
10469,H10469,F,,,No
10470,H10470,F,48.0,365.0,Yes
10471,H10471,F,,,Yes
10472,H10472,,62.0,,No
10473,H10473,,49.0,356.0,No
10474,H10474,,53.0,,No
10475,H10475,F,39.0,300.0,Yes
10476,H10476,F,60.0,608.0,No
10477,H10477,F,48.0,373.0,Yes
10478,H10478,M,59.0,,Yes
10479,H10479,M,40.0,261.0,Yes
10480,H10480,F,,,Yes
10481,H10481,M,,821.0,Yes
10482,H10482,M,65.0,805.0,Yes
10483,H10483,F,65.0,,Yes
10484,H10484,M,61.0,,
10485,H10485,,,703.0,No
10486,H10486,F,58.0,635.0,Yes
10487,H10487,F,34.0,,No
10488,H10488,F,,,Yes
10489,H10489,F,62.0,701.0,Yes
10490,H10490,M,,,No
10491,H10491,F,32.0,203.0,Yes
10492,H10492,M,67.0,912.0,Yes
10493,H10493,F,,,No
10494,H10494,M,,,Yes
10495,H10495,F,62.0,742.0,No
10496,H10496,F,60.0,607.0,No
10497,H10497,M,,747.0,No
10498,H10498,,,820.0,Yes
10499,H10499,F,57.0,503.0,No
10500,H10500,F,43.0,348.0,No
10501,H10501,F,32.0,216.0,Yes
10502,H10502,F,,609.0,Yes
10503,H10503,M,44.0,,No
10504,H10504,M,70.0,,No
10505,H10505,F,,,Yes
10506,H10506,M,59.0,673.0,No
10507,H10507,F,50.0,,No
10508,H10508,F,49.0,352.0,No
10509,H10509,M,52.0,429.0,No
10510,H10510,M,60.0,655.0,No
10511,H10511,M,65.0,818.0,Yes
10512,H10512,F,65.0,861.0,No
10513,H10513,M,,614.0,No
10514,H10514,M,63.0,795.0,Yes
10515,H10515,F,,452.0,Yes
10516,H10516,M,59.0,674.0,No
10517,H10517,M,60.0,662.0,Yes
10518,H10518,M,28.0,205.0,No
10519,H10519,M,72.0,1180.0,Yes
10520,H10520,M,61.0,711.0,Yes
10521,H10521,F,64.0,859.0,No
10522,H10522,F,61.0,798.0,No
10523,H10523,F,57.0,586.0,Yes
10524,H10524,M,,875.0,No
10525,H10525,M,60.0,687.0,Yes
10526,H10526,M,,480.0,No
10527,H10527,M,,,No
10528,H10528,F,66.0,904.0,Yes
10529,H10529,M,29.0,196.0,No
10530,H10530,M,69.0,1000.0,Yes
10531,H10531,F,60.0,,Yes
10532,H10532,,60.0,614.0,Yes
10533,H10533,F,,,No
10534,H10534,F,63.0,730.0,No
10535,H10535,M,59.0,667.0,No
10536,H10536,F,64.0,820.0,Yes
10537,H10537,F,63.0,,Yes
10538,H10538,M,,784.0,Yes
10539,H10539,M,63.0,771.0,No
10540,H10540,F,57.0,584.0,No
10541,H10541,F,56.0,567.0,No
10542,H10542,M,62.0,755.0,No
10543,H10543,F,63.0,744.0,Yes
10544,H10544,,60.0,617.0,Yes
10545,H10545,,61.0,796.0,Yes
10546,H10546,F,65.0,831.0,
10547,H10547,M,,853.0,No
10548,H10548,F,53.0,,Yes
10549,H10549,M,,,No
10550,H10550,M,47.0,394.0,No
10551,H10551,F,56.0,531.0,No
10552,H10552,F,44.0,327.0,No
10553,H10553,F,61.0,,No
10554,H10554,M,62.0,717.0,No
10555,H10555,F,,336.0,Yes
10556,H10556,M,,,No
10557,H10557,M,61.0,728.0,No
10558,H10558,M,,,Yes
10559,H10559,F,43.0,306.0,Yes
10560,H10560,M,58.0,693.0,No
10561,H10561,M,,,No
10562,H10562,F,,788.0,No
10563,H10563,M,59.0,,No
10564,H10564,F,,587.0,No
10565,H10565,F,,,Yes
10566,H10566,F,59.0,623.0,Yes
10567,H10567,M,,760.0,Yes
10568,H10568,M,56.0,547.0,Yes
10569,H10569,F,72.0,,Yes
10570,H10570,M,67.0,918.0,Yes
10571,H10571,F,51.0,447.0,Yes
10572,H10572,F,,796.0,No
10573,H10573,M,,,No
10574,H10574,M,50.0,,No
10575,H10575,F,66.0,938.0,Yes
10576,H10576,M,,,Yes
10577,H10577,F,,310.0,No
10578,H10578,F,,,Yes
10579,H10579,M,58.0,670.0,No
10580,H10580,M,,,Yes
10581,H10581,F,57.0,553.0,Yes
10582,H10582,F,49.0,353.0,No
10583,H10583,F,,,No
10584,H10584,M,33.0,231.0,Yes
10585,H10585,M,,658.0,Yes
10586,H10586,M,63.0,791.0,Yes
10587,H10587,M,52.0,410.0,No
10588,H10588,F,64.0,,Yes
10589,H10589,F,56.0,588.0,Yes
10590,H10590,F,63.0,794.0,No
10591,H10591,M,,,Yes
10592,H10592,M,49.0,397.0,Yes
10593,H10593,M,,,Yes
10594,H10594,F,,,Yes
10595,H10595,M,,,Yes
10596,H10596,M,57.0,,Yes
10597,H10597,M,,,
10598,H10598,M,57.0,,No
10599,H10599,M,,,Yes
10600,H10600,M,60.0,606.0,No
10601,H10601,F,69.0,1046.0,No
10602,H10602,F,,562.0,Yes
10603,H10603,M,59.0,,No
10604,H10604,,62.0,729.0,No
10605,H10605,F,63.0,745.0,
10606,H10606,M,56.0,,Yes
10607,H10607,F,,720.0,Yes
10608,H10608,M,60.0,637.0,Yes
10609,H10609,F,64.0,873.0,No
10610,H10610,F,58.0,698.0,No
10611,H10611,M,63.0,795.0,No
10612,H10612,F,56.0,554.0,Yes
10613,H10613,M,53.0,452.0,Yes
10614,H10614,F,,,Yes
10615,H10615,F,69.0,1010.0,No
10616,H10616,F,,384.0,Yes
10617,H10617,F,47.0,364.0,No
10618,H10618,F,59.0,,Yes
10619,H10619,F,64.0,809.0,Yes
10620,H10620,M,,378.0,No
10621,H10621,F,,387.0,Yes
10622,H10622,F,,,Yes
10623,H10623,M,54.0,495.0,No
10624,H10624,F,58.0,659.0,Yes
10625,H10625,M,69.0,989.0,Yes
10626,H10626,M,,654.0,No
10627,H10627,F,58.0,622.0,Yes
10628,H10628,F,62.0,,Yes
10629,H10629,F,43.0,326.0,No
10630,H10630,F,,,Yes
10631,H10631,F,,252.0,No
10632,H10632,F,51.0,408.0,No
10633,H10633,F,57.0,542.0,No
10634,H10634,F,28.0,199.0,No
10635,H10635,F,,,Yes
10636,H10636,F,,695.0,Yes
10637,H10637,M,72.0,,No
10638,H10638,F,46.0,352.0,Yes
10639,H10639,M,,692.0,Yes
10640,H10640,F,61.0,788.0,No
10641,H10641,F,49.0,377.0,No
10642,H10642,M,60.0,624.0,No
10643,H10643,F,,,No
10644,H10644,M,28.0,194.0,No
10645,H10645,M,59.0,614.0,Yes
10646,H10646,M,45.0,,No
10647,H10647,F,56.0,560.0,No
10648,H10648,F,,,Yes
10649,H10649,M,,942.0,Yes
10650,H10650,F,60.0,654.0,Yes
10651,H10651,M,51.0,419.0,No
10652,H10652,F,,,Yes
10653,H10653,M,63.0,760.0,No
10654,H10654,F,,,No
10655,H10655,M,49.0,,No
10656,H10656,,,468.0,No
10657,H10657,F,,545.0,No
10658,H10658,M,,,No
10659,H10659,M,47.0,384.0,Yes
10660,H10660,F,63.0,784.0,No
10661,H10661,F,57.0,528.0,Yes
10662,H10662,M,,,Yes
10663,H10663,M,54.0,,
10664,H10664,F,,,Yes
10665,H10665,F,,692.0,No
10666,H10666,M,62.0,767.0,Yes
10667,H10667,M,59.0,625.0,Yes
10668,H10668,F,,946.0,No
10669,H10669,F,63.0,716.0,Yes
10670,H10670,M,56.0,529.0,No
10671,H10671,M,,,No
10672,H10672,F,59.0,623.0,No
10673,H10673,M,,576.0,No
10674,H10674,F,61.0,796.0,No
10675,H10675,M,54.0,456.0,Yes
10676,H10676,M,,,Yes
10677,H10677,,,,Yes
10678,H10678,M,,296.0,No
10679,H10679,F,,635.0,No
10680,H10680,M,61.0,,Yes
10681,H10681,M,56.0,542.0,Yes
10682,H10682,M,65.0,,Yes
10683,H10683,F,42.0,265.0,Yes
10684,H10684,,,,No
10685,H10685,M,57.0,537.0,Yes
10686,H10686,M,,,No
10687,H10687,M,,457.0,No
10688,H10688,F,71.0,,No
10689,H10689,F,69.0,1016.0,Yes
10690,H10690,M,70.0,1137.0,Yes
10691,H10691,F,32.0,,Yes
10692,H10692,M,54.0,,No
10693,H10693,M,48.0,,Yes
10694,H10694,M,,,Yes
10695,H10695,M,64.0,,Yes
10696,H10696,M,57.0,521.0,No
10697,H10697,F,46.0,387.0,No
10698,H10698,F,,983.0,No
10699,H10699,M,41.0,276.0,Yes
10700,H10700,F,57.0,515.0,No
10701,H10701,M,56.0,503.0,Yes
10702,H10702,M,57.0,584.0,Yes
10703,H10703,M,49.0,,Yes
10704,H10704,F,68.0,998.0,No
10705,H10705,M,,,No
10706,H10706,F,60.0,650.0,Yes
10707,H10707,F,34.0,229.0,Yes
10708,H10708,F,47.0,390.0,Yes
10709,H10709,F,66.0,903.0,No
10710,H10710,F,52.0,418.0,Yes
10711,H10711,M,63.0,701.0,Yes
10712,H10712,F,,,Yes
10713,H10713,,,,Yes
10714,H10714,M,,1016.0,Yes
10715,H10715,F,,,No
10716,H10716,F,48.0,395.0,No
10717,H10717,M,44.0,,No
10718,H10718,F,46.0,375.0,No
10719,H10719,M,,,No
10720,H10720,M,68.0,1047.0,No
10721,H10721,F,69.0,1022.0,No
10722,H10722,M,36.0,,Yes
10723,H10723,M,64.0,805.0,Yes
10724,H10724,F,63.0,767.0,Yes
10725,H10725,M,30.0,218.0,No
10726,H10726,M,62.0,794.0,No
10727,H10727,M,30.0,207.0,Yes
10728,H10728,M,,454.0,Yes
10729,H10729,F,55.0,496.0,No
10730,H10730,F,41.0,285.0,No
10731,H10731,M,60.0,604.0,Yes
10732,H10732,F,,,
10733,H10733,F,37.0,244.0,No
10734,H10734,M,55.0,496.0,Yes
10735,H10735,M,59.0,693.0,No
10736,H10736,M,,894.0,No
10737,H10737,M,,794.0,Yes
10738,H10738,F,29.0,182.0,Yes
10739,H10739,,,,No
10740,H10740,M,,,Yes
10741,H10741,F,61.0,796.0,No
10742,H10742,F,63.0,,No
10743,H10743,F,46.0,399.0,Yes
10744,H10744,F,64.0,815.0,No
10745,H10745,M,58.0,700.0,Yes
10746,H10746,M,67.0,932.0,No
10747,H10747,F,57.0,540.0,Yes
10748,H10748,F,48.0,,No
10749,H10749,F,,254.0,No
10750,H10750,F,60.0,641.0,Yes
10751,H10751,F,,,No
10752,H10752,M,,400.0,Yes
10753,H10753,M,,,No
10754,H10754,M,48.0,388.0,No
10755,H10755,M,65.0,,No
10756,H10756,F,56.0,521.0,No
10757,H10757,F,65.0,869.0,Yes
10758,H10758,F,,,No
10759,H10759,M,,,Yes
10760,H10760,F,48.0,362.0,No
10761,H10761,M,63.0,784.0,No
10762,H10762,,62.0,,No
10763,H10763,,,1027.0,Yes
10764,H10764,F,69.0,,No
10765,H10765,M,49.0,368.0,No
10766,H10766,M,,485.0,No
10767,H10767,F,,,Yes
10768,H10768,M,57.0,570.0,No
10769,H10769,M,37.0,246.0,Yes
10770,H10770,M,34.0,233.0,Yes
10771,H10771,M,64.0,880.0,No
10772,H10772,M,,227.0,No
10773,H10773,F,,372.0,Yes
10774,H10774,F,,834.0,Yes
10775,H10775,M,56.0,,Yes
10776,H10776,F,58.0,674.0,No
10777,H10777,F,,,Yes
10778,H10778,M,,321.0,No
10779,H10779,F,,693.0,No
10780,H10780,M,65.0,851.0,Yes
10781,H10781,F,29.0,,No
10782,H10782,M,51.0,449.0,Yes
10783,H10783,M,60.0,,Yes
10784,H10784,F,57.0,511.0,No
10785,H10785,,,,No
10786,H10786,M,,,Yes
10787,H10787,M,,336.0,Yes
10788,H10788,F,,322.0,No
10789,H10789,F,60.0,600.0,Yes
10790,H10790,F,62.0,,Yes
10791,H10791,F,50.0,,No
10792,H10792,M,40.0,289.0,Yes
10793,H10793,M,56.0,590.0,Yes
10794,H10794,M,,,Yes
10795,H10795,F,,,Yes
10796,H10796,F,37.0,250.0,Yes
10797,H10797,M,,390.0,No
10798,H10798,F,61.0,780.0,No
10799,H10799,F,52.0,420.0,No
10800,H10800,F,45.0,343.0,Yes
10801,H10801,F,,,No
10802,H10802,F,50.0,447.0,Yes
10803,H10803,F,65.0,884.0,Yes
10804,H10804,M,,,No
10805,H10805,M,59.0,611.0,No
10806,H10806,F,,,Yes
10807,H10807,F,52.0,400.0,No
10808,H10808,M,,,No
10809,H10809,F,,689.0,No
10810,H10810,F,48.0,,Yes
10811,H10811,M,58.0,663.0,No
10812,H10812,F,57.0,,Yes
10813,H10813,F,52.0,410.0,Yes
10814,H10814,F,54.0,487.0,Yes
10815,H10815,F,,,No
10816,H10816,F,63.0,770.0,Yes
10817,H10817,F,65.0,,Yes
10818,H10818,F,,654.0,Yes
10819,H10819,M,59.0,,No
10820,H10820,F,59.0,685.0,Yes
10821,H10821,M,,1175.0,No
10822,H10822,M,35.0,256.0,No
10823,H10823,F,68.0,,Yes
10824,H10824,F,60.0,649.0,Yes
10825,H10825,F,,298.0,Yes
10826,H10826,M,43.0,349.0,No
10827,H10827,F,,,Yes
10828,H10828,F,46.0,380.0,No
10829,H10829,F,44.0,342.0,Yes
10830,H10830,F,48.0,385.0,Yes
10831,H10831,F,64.0,877.0,Yes
10832,H10832,F,60.0,684.0,Yes
10833,H10833,M,51.0,430.0,Yes
10834,H10834,F,57.0,580.0,No
10835,H10835,M,,,No
10836,H10836,M,69.0,,Yes
10837,H10837,M,,,No
10838,H10838,M,,450.0,Yes
10839,H10839,F,64.0,,No
10840,H10840,F,56.0,,Yes
10841,H10841,F,,439.0,
10842,H10842,F,,,Yes
10843,H10843,F,,379.0,Yes
10844,H10844,F,,330.0,Yes
10845,H10845,M,,690.0,No
10846,H10846,M,,,Yes
10847,H10847,F,,,No
10848,H10848,F,63.0,741.0,Yes
10849,H10849,F,53.0,461.0,No
10850,H10850,M,,560.0,Yes
10851,H10851,M,61.0,758.0,Yes
10852,H10852,M,56.0,,Yes
10853,H10853,M,60.0,669.0,Yes
10854,H10854,M,,404.0,Yes
10855,H10855,M,52.0,435.0,Yes
10856,H10856,F,60.0,,
10857,H10857,F,,,No
10858,H10858,M,,,Yes
10859,H10859,F,,,Yes
10860,H10860,F,,758.0,Yes
10861,H10861,F,60.0,,No
10862,H10862,F,,,Yes
10863,H10863,F,,,Yes
10864,H10864,M,,,No
10865,H10865,F,,913.0,No
10866,H10866,F,64.0,835.0,Yes
10867,H10867,M,59.0,604.0,No
10868,H10868,,61.0,750.0,No
10869,H10869,F,57.0,540.0,No
10870,H10870,M,,602.0,Yes
10871,H10871,F,63.0,,Yes
10872,H10872,F,53.0,488.0,No
10873,H10873,M,56.0,600.0,No
10874,H10874,F,61.0,773.0,No
10875,H10875,F,,,Yes
10876,H10876,M,48.0,399.0,Yes
10877,H10877,F,64.0,,No
10878,H10878,F,65.0,801.0,No
10879,H10879,M,,650.0,Yes
10880,H10880,F,,426.0,Yes
10881,H10881,F,,512.0,No
10882,H10882,M,,689.0,No
10883,H10883,M,56.0,527.0,No
10884,H10884,M,46.0,,
10885,H10885,F,51.0,443.0,No
10886,H10886,M,,,No
10887,H10887,M,58.0,694.0,No
10888,H10888,M,61.0,793.0,Yes
10889,H10889,F,,,No
10890,H10890,F,66.0,909.0,Yes
10891,H10891,M,44.0,,No
10892,H10892,M,44.0,,No
10893,H10893,F,53.0,468.0,No
10894,H10894,F,65.0,832.0,No
10895,H10895,F,,,No
10896,H10896,M,42.0,272.0,No
10897,H10897,F,,1130.0,No
10898,H10898,F,,,Yes
10899,H10899,M,31.0,,No
10900,H10900,M,59.0,,Yes
10901,H10901,M,,,Yes
10902,H10902,F,,741.0,No
10903,H10903,F,,,Yes
10904,H10904,M,54.0,,Yes
10905,H10905,M,56.0,575.0,No
10906,H10906,F,,742.0,Yes
10907,H10907,F,65.0,,Yes
10908,H10908,F,,,Yes
10909,H10909,F,66.0,,Yes
10910,H10910,F,60.0,,Yes
10911,H10911,,47.0,,No
10912,H10912,M,34.0,,Yes
10913,H10913,,56.0,587.0,No
10914,H10914,F,36.0,227.0,No
10915,H10915,F,,,Yes
10916,H10916,M,51.0,426.0,Yes
10917,H10917,M,71.0,1137.0,Yes
10918,H10918,F,,,Yes
10919,H10919,F,,,No
10920,H10920,M,,246.0,Yes
10921,H10921,F,,864.0,No
10922,H10922,M,,,No
10923,H10923,M,60.0,,No
10924,H10924,F,29.0,,Yes
10925,H10925,F,,,Yes
10926,H10926,M,63.0,,Yes
10927,H10927,M,,,Yes
10928,H10928,M,,774.0,No
10929,H10929,F,57.0,520.0,No
10930,H10930,F,,332.0,Yes
10931,H10931,F,,,Yes
10932,H10932,F,,,No
10933,H10933,M,61.0,796.0,Yes
10934,H10934,M,,,No
10935,H10935,M,,,No
10936,H10936,F,56.0,534.0,Yes
10937,H10937,F,,437.0,Yes
10938,H10938,M,46.0,362.0,No
10939,H10939,F,64.0,,No
10940,H10940,M,,,Yes
10941,H10941,F,57.0,,No
10942,H10942,F,,,Yes
10943,H10943,M,57.0,570.0,No
10944,H10944,F,62.0,766.0,Yes
10945,H10945,F,58.0,642.0,No
10946,H10946,M,46.0,384.0,No
10947,H10947,M,69.0,1008.0,Yes
10948,H10948,M,61.0,,Yes
10949,H10949,M,44.0,309.0,No
10950,H10950,F,,869.0,Yes
10951,H10951,F,52.0,406.0,Yes
10952,H10952,M,53.0,,No
10953,H10953,F,,795.0,No
10954,H10954,M,65.0,833.0,No
10955,H10955,F,,334.0,No
10956,H10956,F,63.0,774.0,No
10957,H10957,F,46.0,378.0,No
10958,H10958,F,,,No
10959,H10959,M,63.0,,No
10960,H10960,F,,,No
10961,H10961,F,60.0,680.0,Yes
10962,H10962,M,38.0,238.0,Yes
10963,H10963,F,56.0,506.0,Yes
10964,H10964,M,64.0,844.0,No
10965,H10965,M,58.0,667.0,Yes
10966,H10966,F,35.0,248.0,No
10967,H10967,F,,287.0,No
10968,H10968,M,64.0,838.0,Yes
10969,H10969,M,,723.0,No
10970,H10970,M,62.0,783.0,No
10971,H10971,M,,,No
10972,H10972,M,,,No
10973,H10973,F,,,No
10974,H10974,F,,,Yes
10975,H10975,M,58.0,694.0,Yes
10976,H10976,F,61.0,,Yes
10977,H10977,F,65.0,875.0,No
10978,H10978,F,,,No
10979,H10979,F,68.0,1011.0,Yes
10980,H10980,F,,661.0,No
10981,H10981,F,51.0,444.0,Yes
10982,H10982,M,64.0,856.0,No
10983,H10983,M,62.0,,Yes
10984,H10984,M,56.0,512.0,No
10985,H10985,M,,,No
10986,H10986,F,64.0,803.0,No
10987,H10987,M,,,Yes
10988,H10988,M,,1061.0,No
10989,H10989,F,67.0,945.0,No
10990,H10990,F,,,No
10991,H10991,F,54.0,469.0,No
10992,H10992,M,31.0,197.0,No
10993,H10993,F,61.0,,Yes
10994,H10994,M,69.0,,No
10995,H10995,M,61.0,709.0,Yes
10996,H10996,F,,,Yes
10997,H10997,M,51.0,449.0,Yes
10998,H10998,M,,,Yes
10999,H10999,M,48.0,385.0,No
11000,H11000,F,63.0,704.0,
11001,H11001,F,59.0,644.0,No
11002,H11002,M,28.0,191.0,Yes
11003,H11003,M,,,Yes
11004,H11004,F,48.0,,No
11005,H11005,M,44.0,322.0,No
11006,H11006,M,47.0,,Yes
11007,H11007,M,,,Yes
11008,H11008,M,62.0,768.0,Yes
11009,H11009,F,59.0,632.0,Yes
11010,H11010,M,,322.0,Yes
11011,H11011,F,54.0,,Yes
11012,H11012,F,60.0,630.0,Yes
11013,H11013,F,57.0,559.0,No
11014,H11014,,34.0,254.0,No
11015,H11015,M,57.0,557.0,No
11016,H11016,F,58.0,675.0,No
11017,H11017,F,,369.0,No
11018,H11018,F,52.0,450.0,Yes
11019,H11019,M,,691.0,Yes
11020,H11020,F,72.0,,No
11021,H11021,M,,,No
11022,H11022,F,58.0,,No
11023,H11023,F,62.0,706.0,No
11024,H11024,F,,385.0,No
11025,H11025,,,989.0,No
11026,H11026,F,68.0,,No
11027,H11027,M,61.0,792.0,No
11028,H11028,F,62.0,773.0,Yes
11029,H11029,M,,,Yes
11030,H11030,M,66.0,,No
11031,H11031,,64.0,814.0,No
11032,H11032,F,48.0,,Yes
11033,H11033,F,46.0,384.0,No
11034,H11034,F,,,Yes
11035,H11035,M,54.0,,No
11036,H11036,F,63.0,,Yes
11037,H11037,M,50.0,434.0,Yes
11038,H11038,M,,,No
11039,H11039,M,,519.0,No
11040,H11040,F,36.0,242.0,No
11041,H11041,F,59.0,608.0,No
11042,H11042,F,61.0,750.0,No
11043,H11043,M,,766.0,Yes
11044,H11044,F,,304.0,Yes
11045,H11045,F,,331.0,Yes
11046,H11046,M,,212.0,Yes
11047,H11047,F,64.0,893.0,No
11048,H11048,M,,,Yes
11049,H11049,F,62.0,765.0,Yes
11050,H11050,F,,349.0,No
11051,H11051,M,56.0,561.0,Yes
11052,H11052,M,63.0,773.0,No
11053,H11053,F,54.0,459.0,No
11054,H11054,F,61.0,,No
11055,H11055,M,58.0,,Yes
11056,H11056,F,66.0,954.0,Yes
11057,H11057,F,57.0,535.0,Yes
11058,H11058,M,65.0,,Yes
11059,H11059,M,,660.0,No
11060,H11060,M,63.0,753.0,No
11061,H11061,F,,,No
11062,H11062,F,,,No
11063,H11063,M,,575.0,No
11064,H11064,F,,729.0,No
11065,H11065,M,,517.0,Yes
11066,H11066,F,56.0,,No
11067,H11067,M,,565.0,No
11068,H11068,,57.0,551.0,No
11069,H11069,M,,,Yes
11070,H11070,F,51.0,,No
11071,H11071,F,,,Yes
11072,H11072,M,,523.0,No
11073,H11073,M,69.0,1077.0,Yes
11074,H11074,F,44.0,343.0,Yes
11075,H11075,F,60.0,610.0,Yes
11076,H11076,F,56.0,572.0,Yes
11077,H11077,M,61.0,,No
11078,H11078,M,56.0,517.0,No
11079,H11079,F,64.0,,No
11080,H11080,F,59.0,637.0,No
11081,H11081,F,62.0,702.0,No
11082,H11082,F,,1030.0,Yes
11083,H11083,M,,1000.0,No
11084,H11084,M,,664.0,No
11085,H11085,F,55.0,466.0,Yes
11086,H11086,F,,844.0,Yes
11087,H11087,M,63.0,755.0,Yes
11088,H11088,F,54.0,490.0,No
11089,H11089,M,57.0,501.0,Yes
11090,H11090,F,,,Yes
11091,H11091,M,,484.0,No
11092,H11092,M,,276.0,Yes
11093,H11093,M,,631.0,Yes
11094,H11094,F,57.0,597.0,Yes
11095,H11095,F,60.0,,Yes
11096,H11096,F,,,Yes
11097,H11097,M,51.0,,No
11098,H11098,,53.0,486.0,No
11099,H11099,M,,912.0,Yes
11100,H11100,M,30.0,,No
11101,H11101,M,50.0,400.0,Yes
11102,H11102,M,71.0,1159.0,Yes
11103,H11103,M,58.0,691.0,No
11104,H11104,M,,,Yes
11105,H11105,F,62.0,783.0,Yes
11106,H11106,M,30.0,202.0,Yes
11107,H11107,M,,,No
11108,H11108,M,,,Yes
11109,H11109,F,51.0,439.0,Yes
11110,H11110,M,,473.0,Yes
11111,H11111,F,61.0,732.0,No
11112,H11112,M,60.0,636.0,Yes
11113,H11113,M,,741.0,No
11114,H11114,F,65.0,,Yes
11115,H11115,F,,700.0,Yes
11116,H11116,F,,,No
11117,H11117,M,62.0,,No
11118,H11118,F,,697.0,Yes
11119,H11119,M,49.0,350.0,Yes
11120,H11120,M,72.0,1170.0,Yes
11121,H11121,M,,,Yes
11122,H11122,F,63.0,791.0,Yes
11123,H11123,F,29.0,,No
11124,H11124,F,,656.0,No
11125,H11125,M,65.0,,No
11126,H11126,F,52.0,,Yes
11127,H11127,M,,,Yes
11128,H11128,M,65.0,819.0,Yes
11129,H11129,M,,745.0,No
11130,H11130,F,61.0,744.0,Yes
11131,H11131,F,51.0,431.0,Yes
11132,H11132,M,,506.0,Yes
11133,H11133,F,65.0,825.0,No
11134,H11134,M,,,No
11135,H11135,F,,903.0,Yes
11136,H11136,,42.0,,Yes
11137,H11137,M,,,No
11138,H11138,M,52.0,444.0,Yes
11139,H11139,F,31.0,196.0,Yes
11140,H11140,F,,866.0,No
11141,H11141,F,69.0,1002.0,Yes
11142,H11142,M,57.0,577.0,Yes
11143,H11143,M,63.0,789.0,Yes
11144,H11144,M,48.0,391.0,No
11145,H11145,M,,513.0,Yes
11146,H11146,M,,1143.0,Yes
11147,H11147,M,45.0,307.0,No
11148,H11148,F,49.0,381.0,No
11149,H11149,M,34.0,238.0,Yes
11150,H11150,F,54.0,500.0,Yes
11151,H11151,F,37.0,235.0,No
11152,H11152,M,,,Yes
11153,H11153,M,44.0,,Yes
11154,H11154,F,63.0,733.0,No
11155,H11155,F,46.0,,Yes
11156,H11156,F,,,No
11157,H11157,M,58.0,636.0,No
11158,H11158,F,60.0,,No
11159,H11159,F,44.0,344.0,No
11160,H11160,M,65.0,,No
11161,H11161,F,62.0,735.0,Yes
11162,H11162,F,57.0,551.0,Yes
11163,H11163,F,60.0,,No
11164,H11164,F,,392.0,No
11165,H11165,F,51.0,,Yes
11166,H11166,F,60.0,610.0,Yes
11167,H11167,M,72.0,1177.0,No
11168,H11168,,56.0,594.0,No
11169,H11169,M,60.0,678.0,Yes
11170,H11170,F,,,Yes
11171,H11171,M,,,No
11172,H11172,F,71.0,1121.0,No
11173,H11173,F,,,No
11174,H11174,M,47.0,,Yes
11175,H11175,,46.0,382.0,Yes
11176,H11176,F,60.0,686.0,Yes
11177,H11177,M,,,Yes
11178,H11178,M,,,Yes
11179,H11179,F,62.0,707.0,No
11180,H11180,F,68.0,,No
11181,H11181,M,,,No
11182,H11182,F,70.0,1119.0,Yes
11183,H11183,F,,387.0,No
11184,H11184,F,60.0,663.0,No
11185,H11185,M,29.0,211.0,Yes
