Serial no.,Horse id,Horse-Gender,Horse-Height,Horse-Weight,Racer-Horse
14029,H14029,M,,1131.0,No
14030,H14030,M,51.0,,Yes
14031,H14031,M,,789.0,Yes
14032,H14032,F,33.0,,Yes
14033,H14033,M,66.0,1039.0,No
14034,H14034,M,62.0,,No
14035,H14035,,63.0,531.0,Yes
14036,H14036,F,58.0,827.0,No
14037,H14037,F,49.0,473.0,No
14038,H14038,M,,389.0,No
14039,H14039,F,51.0,370.0,No
14040,H14040,F,,484.0,No
14041,H14041,F,42.0,404.0,No
14042,H14042,F,44.0,349.0,No
14043,H14043,M,53.0,431.0,No
14044,H14044,M,62.0,784.0,No
14045,H14045,F,55.0,638.0,No
14046,H14046,F,62.0,773.0,No
14047,H14047,,59.0,747.0,Yes
14048,H14048,M,59.0,,Yes
14049,H14049,M,61.0,637.0,No
14050,H14050,M,,,Yes
14051,H14051,F,64.0,666.0,Yes
14052,H14052,M,43.0,,No
14053,H14053,M,58.0,634.0,Yes
14054,H14054,M,,,Yes
14055,H14055,M,61.0,,Yes
14056,H14056,F,51.0,364.0,No
14057,H14057,M,,,No
14058,H14058,M,60.0,779.0,Yes
14059,H14059,F,,585.0,No
14060,H14060,M,57.0,764.0,No
14061,H14061,M,58.0,894.0,No
14062,H14062,M,,,No
14063,H14063,F,47.0,,
14064,H14064,F,,,Yes
14065,H14065,M,52.0,339.0,Yes
14066,H14066,M,63.0,846.0,Yes
14067,H14067,F,57.0,617.0,No
14068,H14068,F,56.0,583.0,No
14069,H14069,M,,695.0,No
14070,H14070,F,67.0,1025.0,Yes
14071,H14071,F,57.0,792.0,Yes
14072,H14072,M,,197.0,No
14073,H14073,M,55.0,593.0,Yes
14074,H14074,F,,,No
14075,H14075,F,66.0,,Yes
14076,H14076,M,59.0,742.0,No
14077,H14077,M,,382.0,No
14078,H14078,,,875.0,Yes
14079,H14079,M,,,Yes
14080,H14080,M,64.0,523.0,No
14081,H14081,F,,808.0,No
14082,H14082,F,,,Yes
14083,H14083,F,,349.0,No
14084,H14084,F,69.0,951.0,Yes
14085,H14085,F,,,Yes
14086,H14086,M,62.0,556.0,No
14087,H14087,M,57.0,,No
14088,H14088,M,39.0,,Yes
14089,H14089,F,59.0,594.0,No
14090,H14090,F,53.0,,Yes
14091,H14091,F,,,No
14092,H14092,,54.0,300.0,No
14093,H14093,F,,898.0,No
14094,H14094,F,48.0,,No
14095,H14095,M,,327.0,Yes
14096,H14096,,40.0,220.0,No
14097,H14097,F,,,No
14098,H14098,M,68.0,1035.0,No
14099,H14099,M,42.0,,No
14100,H14100,F,56.0,,No
14101,H14101,M,,,No
14102,H14102,F,56.0,,Yes
14103,H14103,M,45.0,,Yes
14104,H14104,,64.0,,No
14105,H14105,F,60.0,539.0,No
14106,H14106,F,46.0,393.0,No
14107,H14107,M,,,No
14108,H14108,M,,818.0,No
14109,H14109,M,56.0,,No
14110,H14110,M,62.0,847.0,No
14111,H14111,M,55.0,897.0,No
14112,H14112,M,50.0,303.0,Yes
14113,H14113,M,37.0,289.0,No
14114,H14114,F,64.0,856.0,No
14115,H14115,F,,184.0,No
14116,H14116,F,49.0,,Yes
14117,H14117,M,,,Yes
14118,H14118,F,63.0,,Yes
14119,H14119,F,,,Yes
14120,H14120,F,61.0,,
14121,H14121,F,64.0,758.0,No
14122,H14122,M,,387.0,Yes
14123,H14123,M,59.0,,No
14124,H14124,M,57.0,525.0,No
14125,H14125,M,54.0,408.0,No
14126,H14126,F,52.0,,No
14127,H14127,F,61.0,,Yes
14128,H14128,F,53.0,,Yes
14129,H14129,,46.0,,No
14130,H14130,F,52.0,390.0,Yes
14131,H14131,M,70.0,,No
14132,H14132,M,63.0,643.0,No
14133,H14133,F,69.0,927.0,No
14134,H14134,F,56.0,684.0,No
14135,H14135,F,63.0,,No
14136,H14136,M,69.0,1185.0,Yes
14137,H14137,F,32.0,,No
14138,H14138,F,68.0,1068.0,No
14139,H14139,M,62.0,748.0,Yes
14140,H14140,F,57.0,,Yes
14141,H14141,F,,430.0,No
14142,H14142,F,68.0,901.0,Yes
14143,H14143,M,69.0,,No
14144,H14144,F,,,Yes
14145,H14145,F,49.0,,No
14146,H14146,F,62.0,,Yes
14147,H14147,M,53.0,388.0,Yes
14148,H14148,,72.0,,No
14149,H14149,M,62.0,706.0,No
14150,H14150,F,68.0,905.0,No
14151,H14151,M,53.0,,Yes
14152,H14152,M,61.0,594.0,No
14153,H14153,F,,,Yes
14154,H14154,M,47.0,403.0,No
14155,H14155,M,35.0,240.0,Yes
14156,H14156,F,55.0,,No
14157,H14157,M,,591.0,Yes
14158,H14158,F,,880.0,Yes
14159,H14159,,48.0,332.0,Yes
14160,H14160,F,63.0,,Yes
14161,H14161,F,54.0,476.0,Yes
14162,H14162,M,56.0,,No
14163,H14163,F,,,Yes
14164,H14164,M,32.0,,Yes
14165,H14165,F,56.0,,Yes
14166,H14166,F,,,No
14167,H14167,M,58.0,874.0,No
14168,H14168,F,49.0,395.0,Yes
14169,H14169,F,,813.0,Yes
14170,H14170,F,62.0,,Yes
14171,H14171,M,64.0,770.0,Yes
14172,H14172,F,52.0,454.0,No
14173,H14173,M,31.0,285.0,No
14174,H14174,F,,,No
14175,H14175,F,,269.0,No
14176,H14176,M,,470.0,No
14177,H14177,F,56.0,,No
14178,H14178,M,51.0,390.0,No
14179,H14179,M,56.0,730.0,No
14180,H14180,F,63.0,600.0,Yes
14181,H14181,F,55.0,728.0,Yes
14182,H14182,M,71.0,1159.0,No
14183,H14183,M,44.0,457.0,Yes
14184,H14184,M,33.0,,No
14185,H14185,F,59.0,,Yes
14186,H14186,F,44.0,353.0,Yes
14187,H14187,M,60.0,780.0,Yes
14188,H14188,M,56.0,760.0,Yes
14189,H14189,M,59.0,,Yes
14190,H14190,M,,,Yes
14191,H14191,F,,840.0,No
14192,H14192,F,50.0,448.0,No
14193,H14193,F,58.0,,No
14194,H14194,M,61.0,893.0,No
14195,H14195,M,51.0,471.0,No
14196,H14196,F,50.0,326.0,Yes
14197,H14197,F,59.0,,Yes
14198,H14198,M,64.0,857.0,No
14199,H14199,F,61.0,618.0,Yes
14200,H14200,F,70.0,,Yes
14201,H14201,M,55.0,636.0,Yes
14202,H14202,M,71.0,,No
14203,H14203,M,,887.0,No
14204,H14204,M,,,No
14205,H14205,F,,558.0,No
14206,H14206,F,,189.0,Yes
14207,H14207,M,60.0,759.0,Yes
14208,H14208,F,,686.0,Yes
14209,H14209,M,62.0,,Yes
14210,H14210,M,55.0,793.0,Yes
14211,H14211,M,,,Yes
14212,H14212,F,,,Yes
14213,H14213,F,28.0,288.0,Yes
14214,H14214,M,52.0,,No
14215,H14215,F,60.0,,Yes
14216,H14216,,,,Yes
14217,H14217,M,,,Yes
14218,H14218,M,,511.0,Yes
14219,H14219,M,56.0,,Yes
14220,H14220,M,,894.0,No
14221,H14221,F,29.0,270.0,No
14222,H14222,F,61.0,858.0,Yes
14223,H14223,F,70.0,1074.0,Yes
14224,H14224,F,62.0,755.0,No
14225,H14225,F,62.0,,Yes
14226,H14226,F,55.0,532.0,No
14227,H14227,M,,329.0,Yes
14228,H14228,F,,801.0,No
14229,H14229,F,59.0,,Yes
14230,H14230,M,52.0,,No
14231,H14231,F,51.0,377.0,Yes
14232,H14232,M,,318.0,No
14233,H14233,M,,561.0,Yes
14234,H14234,M,,,Yes
14235,H14235,M,65.0,963.0,No
14236,H14236,F,62.0,,Yes
14237,H14237,F,64.0,544.0,Yes
14238,H14238,M,59.0,,Yes
14239,H14239,,61.0,,No
14240,H14240,F,,376.0,No
14241,H14241,M,,847.0,Yes
14242,H14242,M,52.0,413.0,No
14243,H14243,M,61.0,605.0,No
14244,H14244,F,61.0,776.0,Yes
14245,H14245,,59.0,,Yes
14246,H14246,F,,734.0,Yes
14247,H14247,M,,670.0,No
14248,H14248,F,,416.0,No
14249,H14249,F,,,Yes
14250,H14250,M,72.0,954.0,Yes
14251,H14251,F,,887.0,Yes
14252,H14252,M,52.0,337.0,No
14253,H14253,M,,,No
14254,H14254,F,61.0,561.0,Yes
14255,H14255,M,64.0,,No
14256,H14256,F,,,Yes
14257,H14257,F,62.0,813.0,Yes
14258,H14258,F,62.0,658.0,No
14259,H14259,M,51.0,,Yes
14260,H14260,M,56.0,519.0,No
14261,H14261,F,57.0,,No
14262,H14262,F,39.0,193.0,Yes
14263,H14263,M,63.0,751.0,Yes
14264,H14264,M,60.0,571.0,No
14265,H14265,M,64.0,688.0,No
14266,H14266,M,62.0,,Yes
14267,H14267,M,59.0,,Yes
14268,H14268,,37.0,239.0,Yes
14269,H14269,M,60.0,739.0,No
14270,H14270,F,,,No
14271,H14271,M,53.0,348.0,No
14272,H14272,F,,631.0,Yes
14273,H14273,M,36.0,255.0,Yes
14274,H14274,F,35.0,,No
14275,H14275,F,36.0,268.0,Yes
14276,H14276,M,60.0,521.0,No
14277,H14277,M,59.0,563.0,Yes
14278,H14278,F,58.0,851.0,No
14279,H14279,M,60.0,725.0,No
14280,H14280,M,54.0,373.0,Yes
14281,H14281,F,,826.0,Yes
14282,H14282,M,,561.0,Yes
14283,H14283,F,40.0,,Yes
14284,H14284,M,57.0,,Yes
14285,H14285,M,61.0,799.0,No
14286,H14286,F,35.0,282.0,No
14287,H14287,F,,669.0,Yes
14288,H14288,F,,790.0,No
14289,H14289,M,,407.0,No
14290,H14290,F,46.0,367.0,No
14291,H14291,,45.0,451.0,
14292,H14292,M,,,Yes
14293,H14293,M,,,No
14294,H14294,M,,788.0,Yes
14295,H14295,M,,608.0,Yes
14296,H14296,F,50.0,,No
14297,H14297,F,61.0,,No
14298,H14298,M,60.0,770.0,No
14299,H14299,M,,648.0,Yes
14300,H14300,F,39.0,198.0,Yes
14301,H14301,M,62.0,,No
14302,H14302,M,72.0,1012.0,Yes
14303,H14303,M,60.0,612.0,Yes
14304,H14304,M,64.0,644.0,Yes
14305,H14305,M,,550.0,Yes
14306,H14306,F,58.0,532.0,Yes
14307,H14307,M,71.0,,Yes
14308,H14308,F,62.0,,No
14309,H14309,M,56.0,,Yes
14310,H14310,F,58.0,660.0,Yes
14311,H14311,F,46.0,459.0,Yes
14312,H14312,M,,404.0,No
14313,H14313,M,53.0,,Yes
14314,H14314,F,47.0,308.0,Yes
14315,H14315,F,55.0,725.0,Yes
14316,H14316,F,35.0,,Yes
14317,H14317,F,54.0,,Yes
14318,H14318,M,64.0,,No
14319,H14319,M,63.0,754.0,Yes
14320,H14320,M,64.0,,No
14321,H14321,F,39.0,,No
14322,H14322,F,58.0,,Yes
14323,H14323,F,,,Yes
14324,H14324,F,,,No
14325,H14325,F,,585.0,Yes
14326,H14326,M,63.0,,Yes
14327,H14327,M,58.0,510.0,No
14328,H14328,M,44.0,461.0,No
14329,H14329,M,,,Yes
14330,H14330,M,55.0,791.0,
14331,H14331,F,,,Yes
14332,H14332,M,51.0,393.0,Yes
14333,H14333,F,59.0,785.0,Yes
14334,H14334,F,47.0,,Yes
14335,H14335,M,43.0,,No
14336,H14336,M,63.0,602.0,No
14337,H14337,M,46.0,,Yes
14338,H14338,M,,,No
14339,H14339,M,61.0,650.0,Yes
14340,H14340,,60.0,830.0,Yes
14341,H14341,,62.0,516.0,Yes
14342,H14342,M,68.0,994.0,Yes
14343,H14343,M,,723.0,No
14344,H14344,F,,319.0,Yes
14345,H14345,F,62.0,,Yes
14346,H14346,F,44.0,387.0,Yes
14347,H14347,M,39.0,299.0,No
14348,H14348,F,,395.0,Yes
14349,H14349,M,62.0,,Yes
14350,H14350,M,50.0,347.0,No
14351,H14351,M,57.0,896.0,No
14352,H14352,F,52.0,348.0,Yes
14353,H14353,,50.0,,No
14354,H14354,M,58.0,,No
14355,H14355,M,37.0,186.0,Yes
14356,H14356,F,61.0,809.0,No
14357,H14357,M,46.0,413.0,No
14358,H14358,F,60.0,545.0,Yes
14359,H14359,F,58.0,550.0,Yes
14360,H14360,F,,490.0,Yes
14361,H14361,F,,568.0,No
14362,H14362,F,,,No
14363,H14363,M,59.0,,No
14364,H14364,M,,,No
14365,H14365,F,57.0,,No
14366,H14366,M,41.0,220.0,Yes
14367,H14367,F,39.0,,No
14368,H14368,M,62.0,822.0,No
14369,H14369,F,,,Yes
14370,H14370,M,,687.0,Yes
14371,H14371,M,40.0,212.0,Yes
14372,H14372,M,57.0,,Yes
14373,H14373,F,57.0,548.0,No
14374,H14374,M,,897.0,Yes
14375,H14375,M,,611.0,Yes
14376,H14376,F,43.0,370.0,Yes
14377,H14377,M,61.0,550.0,No
14378,H14378,M,53.0,,No
14379,H14379,F,54.0,405.0,Yes
14380,H14380,M,61.0,583.0,Yes
14381,H14381,M,62.0,705.0,No
14382,H14382,F,,552.0,Yes
14383,H14383,F,,,Yes
14384,H14384,F,61.0,,Yes
14385,H14385,,68.0,1012.0,Yes
14386,H14386,F,,598.0,Yes
14387,H14387,M,,425.0,No
14388,H14388,F,,,No
14389,H14389,,57.0,658.0,Yes
14390,H14390,M,44.0,403.0,No
14391,H14391,M,59.0,698.0,Yes
14392,H14392,M,45.0,359.0,Yes
14393,H14393,M,,864.0,Yes
14394,H14394,M,61.0,,Yes
14395,H14395,M,52.0,311.0,No
14396,H14396,F,,,Yes
14397,H14397,F,,259.0,No
14398,H14398,F,63.0,824.0,Yes
14399,H14399,F,56.0,637.0,Yes
14400,H14400,F,59.0,768.0,Yes
14401,H14401,M,59.0,649.0,No
14402,H14402,F,64.0,560.0,Yes
14403,H14403,F,48.0,397.0,No
14404,H14404,F,56.0,,Yes
14405,H14405,,56.0,721.0,Yes
14406,H14406,F,,504.0,No
14407,H14407,M,43.0,448.0,Yes
14408,H14408,F,,551.0,Yes
14409,H14409,F,56.0,875.0,No
14410,H14410,F,32.0,,Yes
14411,H14411,F,63.0,531.0,No
14412,H14412,M,,330.0,Yes
14413,H14413,F,64.0,660.0,No
14414,H14414,M,66.0,1068.0,No
14415,H14415,,45.0,399.0,No
14416,H14416,F,54.0,,Yes
14417,H14417,F,61.0,705.0,No
14418,H14418,F,67.0,907.0,Yes
14419,H14419,F,34.0,268.0,No
14420,H14420,M,33.0,189.0,Yes
14421,H14421,F,,,Yes
14422,H14422,M,60.0,,No
14423,H14423,F,49.0,320.0,Yes
14424,H14424,M,41.0,,Yes
14425,H14425,M,58.0,,No
14426,H14426,F,32.0,285.0,Yes
14427,H14427,M,,733.0,Yes
14428,H14428,F,47.0,,No
14429,H14429,,45.0,332.0,Yes
14430,H14430,M,58.0,,Yes
14431,H14431,M,69.0,,No
14432,H14432,F,31.0,207.0,Yes
14433,H14433,M,56.0,,No
14434,H14434,F,71.0,,No
14435,H14435,M,42.0,,Yes
14436,H14436,F,57.0,783.0,
14437,H14437,M,60.0,855.0,Yes
14438,H14438,M,42.0,397.0,No
14439,H14439,M,52.0,495.0,No
14440,H14440,M,59.0,720.0,Yes
14441,H14441,F,,1043.0,No
14442,H14442,F,44.0,,No
14443,H14443,F,56.0,,No
14444,H14444,M,37.0,217.0,Yes
14445,H14445,F,,861.0,Yes
14446,H14446,F,34.0,,Yes
14447,H14447,,43.0,,Yes
14448,H14448,F,57.0,772.0,Yes
14449,H14449,M,48.0,481.0,No
14450,H14450,F,62.0,,No
14451,H14451,M,60.0,,Yes
14452,H14452,M,,542.0,Yes
14453,H14453,F,59.0,,Yes
14454,H14454,M,57.0,,No
14455,H14455,F,,464.0,No
14456,H14456,F,57.0,,Yes
14457,H14457,M,,520.0,No
14458,H14458,F,55.0,634.0,No
14459,H14459,M,55.0,,Yes
14460,H14460,F,61.0,531.0,No
14461,H14461,F,51.0,,No
14462,H14462,,55.0,635.0,Yes
14463,H14463,M,59.0,859.0,Yes
14464,H14464,F,,,Yes
14465,H14465,M,61.0,618.0,Yes
14466,H14466,F,,500.0,No
14467,H14467,M,44.0,,No
14468,H14468,M,70.0,,Yes
14469,H14469,F,55.0,606.0,Yes
14470,H14470,M,58.0,,Yes
14471,H14471,M,29.0,213.0,No
14472,H14472,M,32.0,,Yes
14473,H14473,F,,1153.0,No
14474,H14474,M,62.0,,No
14475,H14475,F,61.0,,Yes
14476,H14476,F,,,No
14477,H14477,F,61.0,504.0,Yes
14478,H14478,M,63.0,871.0,No
14479,H14479,F,53.0,412.0,No
14480,H14480,M,54.0,,No
14481,H14481,M,66.0,1188.0,No
14482,H14482,M,,,No
14483,H14483,F,49.0,421.0,Yes
14484,H14484,F,66.0,1066.0,Yes
14485,H14485,M,63.0,,No
14486,H14486,F,57.0,827.0,Yes
14487,H14487,F,64.0,,No
14488,H14488,F,32.0,277.0,No
14489,H14489,F,58.0,,Yes
14490,H14490,M,,875.0,No
14491,H14491,M,46.0,349.0,No
14492,H14492,F,,872.0,Yes
14493,H14493,F,60.0,845.0,No
14494,H14494,F,48.0,389.0,Yes
14495,H14495,,30.0,297.0,Yes
14496,H14496,M,63.0,570.0,No
14497,H14497,M,,715.0,Yes
14498,H14498,,42.0,420.0,No
14499,H14499,F,65.0,1117.0,No
14500,H14500,F,,791.0,Yes
14501,H14501,F,59.0,555.0,No
14502,H14502,,40.0,259.0,No
14503,H14503,F,49.0,435.0,No
14504,H14504,F,,581.0,Yes
14505,H14505,M,44.0,394.0,Yes
14506,H14506,M,51.0,,Yes
14507,H14507,M,62.0,,Yes
14508,H14508,F,57.0,,Yes
14509,H14509,M,63.0,580.0,Yes
14510,H14510,F,28.0,,No
14511,H14511,M,,306.0,No
14512,H14512,F,51.0,,Yes
14513,H14513,F,45.0,366.0,No
14514,H14514,F,40.0,194.0,No
14515,H14515,F,57.0,,No
14516,H14516,F,55.0,,Yes
14517,H14517,M,,,No
14518,H14518,M,33.0,202.0,Yes
14519,H14519,F,50.0,341.0,No
14520,H14520,F,42.0,341.0,No
14521,H14521,M,67.0,999.0,No
14522,H14522,M,,,Yes
14523,H14523,M,44.0,,No
14524,H14524,F,55.0,,No
14525,H14525,M,51.0,370.0,Yes
14526,H14526,F,,,No
14527,H14527,F,50.0,464.0,Yes
14528,H14528,M,67.0,1177.0,No
14529,H14529,F,,1040.0,No
14530,H14530,,68.0,,Yes
14531,H14531,M,,,Yes
14532,H14532,F,59.0,546.0,No
14533,H14533,F,67.0,1084.0,Yes
14534,H14534,F,66.0,1072.0,No
14535,H14535,F,57.0,618.0,No
14536,H14536,M,44.0,452.0,No
14537,H14537,F,56.0,884.0,No
14538,H14538,F,,498.0,Yes
14539,H14539,M,64.0,,Yes
14540,H14540,F,61.0,,Yes
14541,H14541,M,59.0,809.0,Yes
14542,H14542,M,56.0,857.0,Yes
14543,H14543,M,51.0,433.0,Yes
14544,H14544,M,,886.0,No
14545,H14545,M,54.0,392.0,No
14546,H14546,F,58.0,649.0,No
14547,H14547,M,62.0,658.0,No
14548,H14548,F,,317.0,No
14549,H14549,F,59.0,857.0,Yes
14550,H14550,M,62.0,,No
14551,H14551,M,58.0,815.0,Yes
14552,H14552,F,,,No
14553,H14553,F,62.0,581.0,No
14554,H14554,F,52.0,330.0,No
14555,H14555,F,64.0,,Yes
14556,H14556,M,42.0,388.0,Yes
14557,H14557,,61.0,645.0,Yes
14558,H14558,M,62.0,,Yes
14559,H14559,F,60.0,699.0,No
14560,H14560,M,62.0,,Yes
14561,H14561,F,58.0,,No
14562,H14562,M,51.0,323.0,No
14563,H14563,F,47.0,,No
14564,H14564,M,59.0,539.0,No
14565,H14565,F,48.0,456.0,No
14566,H14566,F,55.0,,Yes
14567,H14567,M,45.0,,Yes
14568,H14568,F,72.0,1142.0,No
14569,H14569,,,595.0,Yes
14570,H14570,F,,,No
14571,H14571,M,,815.0,No
14572,H14572,M,49.0,314.0,Yes
14573,H14573,F,61.0,822.0,No
14574,H14574,F,47.0,,No
14575,H14575,M,,511.0,No
14576,H14576,M,67.0,,Yes
14577,H14577,M,57.0,548.0,Yes
14578,H14578,F,,985.0,No
14579,H14579,M,31.0,,No
14580,H14580,F,47.0,310.0,No
14581,H14581,F,59.0,594.0,No
14582,H14582,F,,779.0,Yes
14583,H14583,F,45.0,,Yes
14584,H14584,M,,314.0,No
14585,H14585,M,,,No
14586,H14586,F,64.0,,No
14587,H14587,F,51.0,411.0,Yes
14588,H14588,F,55.0,800.0,No
14589,H14589,M,60.0,715.0,Yes
14590,H14590,F,45.0,,No
14591,H14591,F,,833.0,Yes
14592,H14592,F,53.0,,Yes
14593,H14593,M,55.0,,Yes
14594,H14594,M,40.0,279.0,No
14595,H14595,F,60.0,,No
14596,H14596,M,55.0,,Yes
14597,H14597,F,51.0,424.0,No
14598,H14598,F,50.0,368.0,No
14599,H14599,M,61.0,895.0,No
14600,H14600,,71.0,1131.0,Yes
14601,H14601,M,62.0,,Yes
14602,H14602,F,52.0,437.0,Yes
14603,H14603,F,55.0,,No
14604,H14604,F,40.0,212.0,Yes
14605,H14605,F,,,Yes
14606,H14606,F,57.0,,No
14607,H14607,F,48.0,454.0,Yes
14608,H14608,F,48.0,,No
14609,H14609,,,,No
14610,H14610,M,55.0,538.0,Yes
14611,H14611,F,59.0,583.0,Yes
14612,H14612,F,55.0,,No
14613,H14613,M,63.0,728.0,No
14614,H14614,F,61.0,816.0,No
14615,H14615,F,61.0,502.0,No
14616,H14616,,54.0,441.0,No
14617,H14617,M,,572.0,No
14618,H14618,F,,858.0,No
14619,H14619,F,44.0,455.0,Yes
14620,H14620,M,60.0,,No
14621,H14621,F,,655.0,Yes
14622,H14622,M,57.0,,No
14623,H14623,F,57.0,,Yes
14624,H14624,M,61.0,502.0,Yes
14625,H14625,M,63.0,719.0,No
14626,H14626,F,34.0,203.0,Yes
14627,H14627,F,69.0,1131.0,No
14628,H14628,M,50.0,489.0,Yes
14629,H14629,M,71.0,1188.0,No
14630,H14630,F,58.0,737.0,No
14631,H14631,M,40.0,216.0,Yes
14632,H14632,M,64.0,537.0,No
14633,H14633,M,50.0,414.0,No
14634,H14634,F,,334.0,No
14635,H14635,F,34.0,,Yes
14636,H14636,M,48.0,480.0,Yes
14637,H14637,F,52.0,,No
14638,H14638,M,59.0,,Yes
14639,H14639,F,59.0,,No
14640,H14640,M,,541.0,No
14641,H14641,M,,790.0,Yes
14642,H14642,F,49.0,464.0,No
14643,H14643,M,56.0,,Yes
14644,H14644,M,62.0,,No
14645,H14645,F,57.0,826.0,Yes
14646,H14646,M,57.0,547.0,Yes
14647,H14647,M,45.0,,Yes
14648,H14648,M,51.0,374.0,Yes
14649,H14649,M,57.0,501.0,Yes
14650,H14650,M,56.0,616.0,Yes
14651,H14651,F,47.0,397.0,Yes
14652,H14652,M,,525.0,No
14653,H14653,M,59.0,613.0,Yes
14654,H14654,F,49.0,439.0,Yes
14655,H14655,F,34.0,188.0,No
14656,H14656,M,63.0,512.0,No
14657,H14657,F,56.0,695.0,Yes
14658,H14658,M,28.0,299.0,No
14659,H14659,F,,191.0,Yes
14660,H14660,M,43.0,,Yes
14661,H14661,F,,191.0,Yes
14662,H14662,F,60.0,,No
14663,H14663,M,60.0,696.0,Yes
14664,H14664,M,60.0,,Yes
14665,H14665,,63.0,,Yes
14666,H14666,F,,346.0,Yes
14667,H14667,M,51.0,408.0,No
14668,H14668,M,,880.0,Yes
14669,H14669,M,,193.0,Yes
14670,H14670,F,42.0,,No
14671,H14671,M,58.0,898.0,No
14672,H14672,M,42.0,437.0,Yes
14673,H14673,M,57.0,843.0,Yes
14674,H14674,F,,,No
14675,H14675,F,53.0,306.0,No
14676,H14676,M,59.0,867.0,No
14677,H14677,F,,458.0,Yes
14678,H14678,F,60.0,,Yes
14679,H14679,F,,419.0,Yes
14680,H14680,F,,,No
14681,H14681,M,57.0,,No
14682,H14682,M,,,No
14683,H14683,M,56.0,520.0,Yes
14684,H14684,M,45.0,318.0,Yes
14685,H14685,F,58.0,,Yes
14686,H14686,M,,,Yes
14687,H14687,F,,729.0,No
14688,H14688,M,66.0,928.0,Yes
14689,H14689,,33.0,251.0,No
14690,H14690,M,,,No
14691,H14691,F,47.0,413.0,Yes
14692,H14692,F,,643.0,No
14693,H14693,M,58.0,,Yes
14694,H14694,M,,821.0,No
14695,H14695,F,,,No
14696,H14696,M,41.0,272.0,Yes
14697,H14697,M,43.0,308.0,No
14698,H14698,M,,,No
14699,H14699,M,58.0,,Yes
14700,H14700,F,61.0,887.0,Yes
14701,H14701,M,38.0,240.0,No
14702,H14702,M,64.0,760.0,No
14703,H14703,M,63.0,,Yes
14704,H14704,M,,318.0,No
14705,H14705,,58.0,749.0,No
14706,H14706,F,,789.0,Yes
14707,H14707,M,62.0,698.0,No
14708,H14708,F,56.0,735.0,No
14709,H14709,F,34.0,240.0,No
14710,H14710,F,59.0,746.0,No
14711,H14711,M,,1023.0,Yes
14712,H14712,F,56.0,521.0,No
14713,H14713,F,63.0,802.0,No
14714,H14714,M,44.0,,Yes
14715,H14715,M,61.0,513.0,No
14716,H14716,F,60.0,639.0,Yes
14717,H14717,M,46.0,,No
14718,H14718,F,,819.0,No
14719,H14719,M,61.0,855.0,Yes
14720,H14720,F,33.0,250.0,Yes
14721,H14721,M,,,Yes
14722,H14722,F,,325.0,No
14723,H14723,M,60.0,613.0,Yes
14724,H14724,F,44.0,,No
14725,H14725,M,,252.0,Yes
14726,H14726,F,55.0,749.0,Yes
14727,H14727,F,61.0,849.0,Yes
14728,H14728,M,,,Yes
14729,H14729,M,38.0,243.0,Yes
14730,H14730,M,55.0,,Yes
14731,H14731,M,59.0,776.0,No
14732,H14732,M,64.0,749.0,No
14733,H14733,F,40.0,238.0,No
14734,H14734,F,,,No
14735,H14735,,39.0,256.0,No
14736,H14736,M,63.0,,Yes
14737,H14737,M,,,No
14738,H14738,M,,,No
14739,H14739,F,59.0,815.0,Yes
14740,H14740,M,,,No
14741,H14741,,50.0,475.0,No
14742,H14742,F,,421.0,No
14743,H14743,F,58.0,606.0,No
14744,H14744,F,61.0,534.0,No
14745,H14745,M,60.0,,Yes
14746,H14746,F,57.0,537.0,No
14747,H14747,M,37.0,240.0,Yes
14748,H14748,F,61.0,800.0,No
14749,H14749,F,50.0,,No
14750,H14750,M,,,Yes
14751,H14751,M,,,No
14752,H14752,M,40.0,200.0,Yes
14753,H14753,M,,792.0,Yes
14754,H14754,M,61.0,890.0,Yes
14755,H14755,M,61.0,,Yes
14756,H14756,M,56.0,596.0,Yes
14757,H14757,M,61.0,777.0,No
14758,H14758,M,,668.0,No
14759,H14759,M,59.0,848.0,No
14760,H14760,F,56.0,,No
14761,H14761,F,55.0,,No
14762,H14762,F,28.0,,Yes
14763,H14763,M,55.0,519.0,Yes
14764,H14764,M,65.0,,No
14765,H14765,M,53.0,,No
14766,H14766,F,48.0,377.0,No
14767,H14767,F,37.0,287.0,Yes
14768,H14768,M,45.0,319.0,Yes
14769,H14769,M,,818.0,No
14770,H14770,F,60.0,762.0,No
14771,H14771,F,50.0,,Yes
14772,H14772,M,60.0,693.0,No
14773,H14773,M,,,No
14774,H14774,F,,1185.0,Yes
14775,H14775,M,33.0,,No
14776,H14776,M,59.0,621.0,Yes
14777,H14777,F,58.0,,Yes
14778,H14778,M,59.0,,Yes
14779,H14779,M,44.0,317.0,Yes
14780,H14780,M,56.0,,Yes
14781,H14781,M,59.0,,Yes
14782,H14782,M,43.0,423.0,No
14783,H14783,M,,,No
14784,H14784,M,,771.0,No
14785,H14785,M,58.0,786.0,Yes
14786,H14786,M,55.0,824.0,No
14787,H14787,F,58.0,770.0,Yes
14788,H14788,F,43.0,328.0,No
14789,H14789,F,47.0,421.0,No
14790,H14790,F,57.0,563.0,Yes
14791,H14791,F,,,Yes
14792,H14792,F,56.0,809.0,No
14793,H14793,F,39.0,196.0,No
14794,H14794,F,54.0,318.0,No
14795,H14795,M,,892.0,No
14796,H14796,M,48.0,417.0,No
14797,H14797,F,57.0,817.0,No
14798,H14798,F,55.0,,Yes
