,Serial no.,Horse id,Horse-Gender,Horse-Height,Horse-Weight,Racer-Horse
20239,20240,H20240,F,56.0,511.0,No
20240,20241,H20241,F,55.812658936611996,426.0,No
20241,20242,H20242,F,51.0,606.585796607797,No
20242,20243,H20243,F,63.0,606.585796607797,No
20243,20244,H20244,M,60.0,606.585796607797,Yes
20244,20245,H20245,F,46.0,350.0,Yes
20245,20246,H20246,F,63.0,788.0,Yes
20246,20247,H20247,F,63.0,606.585796607797,No
20247,20248,H20248,M,63.0,787.0,No
20248,20249,H20249,M,60.0,644.0,No
20249,20250,H20250,F,64.0,606.585796607797,Yes
20250,20251,H20251,M,41.0,606.585796607797,Yes
20251,20252,H20252,M,55.812658936611996,514.0,No
20252,20253,H20253,M,56.0,562.0,No
20253,20254,H20254,F,55.812658936611996,606.585796607797,Yes
20254,20255,H20255,F,55.812658936611996,611.0,Yes
20255,20256,H20256,F,62.0,709.0,No
20257,20258,H20258,M,61.0,606.585796607797,Yes
20259,20260,H20260,F,55.812658936611996,379.0,Yes
20260,20261,H20261,F,58.0,606.585796607797,No
20261,20262,H20262,F,42.0,266.0,No
20262,20263,H20263,M,55.812658936611996,408.0,No
20263,20264,H20264,M,55.812658936611996,606.585796607797,No
20264,20265,H20265,M,55.812658936611996,638.0,Yes
20265,20266,H20266,M,60.0,689.0,Yes
20266,20267,H20267,F,55.812658936611996,606.585796607797,No
20268,20269,H20269,F,59.0,622.0,No
20269,20270,H20270,F,68.0,606.585796607797,No
20270,20271,H20271,F,31.0,187.0,Yes
20271,20272,H20272,M,55.812658936611996,606.585796607797,Yes
20273,20274,H20274,M,65.0,606.585796607797,Yes
20274,20275,H20275,F,66.0,911.0,No
20275,20276,H20276,F,68.0,1015.0,No
20276,20277,H20277,F,55.812658936611996,606.585796607797,Yes
20277,20278,H20278,M,40.0,263.0,Yes
20278,20279,H20279,M,28.0,185.0,Yes
20279,20280,H20280,M,44.0,606.585796607797,No
20280,20281,H20281,F,53.0,491.0,No
20281,20282,H20282,M,56.0,565.0,Yes
20282,20283,H20283,M,55.812658936611996,606.585796607797,Yes
20283,20284,H20284,F,60.0,606.0,Yes
20285,20286,H20286,M,57.0,564.0,Yes
20286,20287,H20287,F,55.812658936611996,915.0,No
20287,20288,H20288,M,57.0,537.0,Yes
20288,20289,H20289,F,55.812658936611996,392.0,Yes
20290,20291,H20291,F,61.0,717.0,Yes
20291,20292,H20292,F,70.0,606.585796607797,No
20292,20293,H20293,F,48.0,382.0,Yes
20293,20294,H20294,M,55.812658936611996,606.585796607797,Yes
20294,20295,H20295,M,55.812658936611996,606.585796607797,Yes
20295,20296,H20296,M,42.0,292.0,Yes
20296,20297,H20297,F,55.812658936611996,428.0,Yes
20297,20298,H20298,F,54.0,606.585796607797,No
20298,20299,H20299,M,56.0,582.0,No
20299,20300,H20300,F,52.0,403.0,No
20300,20301,H20301,M,64.0,898.0,Yes
20301,20302,H20302,F,55.812658936611996,606.585796607797,Yes
20302,20303,H20303,F,60.0,606.585796607797,Yes
20303,20304,H20304,F,58.0,631.0,No
20304,20305,H20305,F,50.0,401.0,No
20305,20306,H20306,M,46.0,390.0,Yes
20306,20307,H20307,F,55.812658936611996,606.585796607797,No
20307,20308,H20308,M,49.0,361.0,Yes
20308,20309,H20309,M,57.0,511.0,Yes
20309,20310,H20310,F,63.0,786.0,Yes
20310,20311,H20311,M,33.0,606.585796607797,No
20311,20312,H20312,M,57.0,507.0,No
20312,20313,H20313,M,55.812658936611996,606.585796607797,Yes
20313,20314,H20314,F,63.0,700.0,Yes
20314,20315,H20315,F,44.0,350.0,No
20315,20316,H20316,F,48.0,398.0,Yes
20316,20317,H20317,F,55.812658936611996,267.0,No
20317,20318,H20318,M,32.0,213.0,No
20318,20319,H20319,F,55.812658936611996,606.585796607797,Yes
20319,20320,H20320,F,55.812658936611996,606.585796607797,No
20320,20321,H20321,F,55.812658936611996,606.585796607797,No
20321,20322,H20322,M,69.0,1062.0,Yes
20322,20323,H20323,F,50.0,444.0,Yes
20323,20324,H20324,F,50.0,414.0,No
20324,20325,H20325,F,55.812658936611996,606.585796607797,Yes
20325,20326,H20326,F,55.812658936611996,606.585796607797,Yes
20326,20327,H20327,M,55.812658936611996,924.0,No
20327,20328,H20328,F,62.0,606.585796607797,No
20328,20329,H20329,F,55.812658936611996,693.0,Yes
20329,20330,H20330,F,44.0,321.0,No
20330,20331,H20331,M,62.0,606.585796607797,Yes
20331,20332,H20332,M,52.0,606.585796607797,No
20332,20333,H20333,F,55.812658936611996,606.585796607797,Yes
20333,20334,H20334,M,55.812658936611996,436.0,Yes
20334,20335,H20335,F,55.812658936611996,606.585796607797,No
20335,20336,H20336,F,55.812658936611996,660.0,Yes
20336,20337,H20337,M,55.812658936611996,449.0,No
20337,20338,H20338,M,69.0,606.585796607797,Yes
20338,20339,H20339,F,45.0,324.0,No
20339,20340,H20340,M,62.0,704.0,Yes
20340,20341,H20341,M,55.812658936611996,606.585796607797,Yes
20342,20343,H20343,F,55.812658936611996,606.585796607797,No
20343,20344,H20344,F,70.0,1088.0,No
20344,20345,H20345,F,57.0,510.0,Yes
20345,20346,H20346,M,66.0,927.0,No
20346,20347,H20347,M,47.0,399.0,No
20347,20348,H20348,M,55.812658936611996,606.585796607797,Yes
20348,20349,H20349,F,67.0,606.585796607797,No
20349,20350,H20350,M,57.0,555.0,No
20350,20351,H20351,M,47.0,362.0,Yes
20351,20352,H20352,F,66.0,606.585796607797,Yes
20352,20353,H20353,M,55.812658936611996,846.0,Yes
20353,20354,H20354,M,55.812658936611996,606.585796607797,No
20354,20355,H20355,F,55.812658936611996,488.0,No
20355,20356,H20356,F,53.0,606.585796607797,Yes
20356,20357,H20357,F,55.812658936611996,550.0,Yes
20357,20358,H20358,M,28.0,217.0,Yes
20358,20359,H20359,F,48.0,391.0,No
20359,20360,H20360,M,55.812658936611996,606.585796607797,Yes
20360,20361,H20361,F,58.0,635.0,No
20361,20362,H20362,M,43.0,347.0,Yes
20362,20363,H20363,M,59.0,606.585796607797,No
20363,20364,H20364,F,55.812658936611996,606.585796607797,Yes
20364,20365,H20365,M,55.812658936611996,466.0,No
20365,20366,H20366,F,60.0,675.0,Yes
20366,20367,H20367,M,55.812658936611996,606.585796607797,No
20367,20368,H20368,M,55.812658936611996,606.585796607797,Yes
20368,20369,H20369,M,43.0,324.0,No
20369,20370,H20370,M,55.812658936611996,606.585796607797,No
20370,20371,H20371,M,43.0,332.0,Yes
20371,20372,H20372,F,58.0,606.585796607797,No
20372,20373,H20373,F,55.812658936611996,606.585796607797,Yes
20373,20374,H20374,F,72.0,1170.0,Yes
20374,20375,H20375,M,61.0,776.0,Yes
20375,20376,H20376,F,63.0,606.585796607797,Yes
20377,20378,H20378,F,69.0,964.0,No
20378,20379,H20379,F,50.0,449.0,No
20379,20380,H20380,F,60.0,645.0,No
20380,20381,H20381,M,55.812658936611996,606.585796607797,Yes
20381,20382,H20382,M,59.0,613.0,Yes
20382,20383,H20383,F,60.0,656.0,No
20383,20384,H20384,F,33.0,606.585796607797,Yes
20384,20385,H20385,F,55.0,472.0,Yes
20385,20386,H20386,F,59.0,606.585796607797,No
20386,20387,H20387,F,59.0,657.0,Yes
20387,20388,H20388,F,59.0,648.0,Yes
20388,20389,H20389,M,55.812658936611996,606.585796607797,No
20389,20390,H20390,F,62.0,756.0,No
20390,20391,H20391,M,63.0,606.585796607797,No
20391,20392,H20392,M,55.812658936611996,244.0,Yes
20392,20393,H20393,F,61.0,787.0,No
20393,20394,H20394,M,29.0,606.585796607797,Yes
20394,20395,H20395,M,55.812658936611996,652.0,No
20395,20396,H20396,F,65.0,850.0,No
20396,20397,H20397,M,63.0,766.0,Yes
20397,20398,H20398,M,58.0,606.585796607797,No
20398,20399,H20399,F,55.812658936611996,606.585796607797,Yes
20399,20400,H20400,M,46.0,352.0,No
20400,20401,H20401,M,61.0,606.585796607797,No
20401,20402,H20402,F,55.0,475.0,No
20403,20404,H20404,M,55.812658936611996,606.585796607797,No
20404,20405,H20405,M,63.0,755.0,No
20405,20406,H20406,M,56.0,518.0,Yes
20408,20409,H20409,F,55.812658936611996,606.585796607797,Yes
20409,20410,H20410,F,61.0,606.585796607797,No
20410,20411,H20411,M,63.0,757.0,No
20411,20412,H20412,M,55.812658936611996,606.585796607797,No
20412,20413,H20413,M,55.812658936611996,606.585796607797,Yes
20413,20414,H20414,M,56.0,586.0,No
20414,20415,H20415,F,56.0,503.0,Yes
20415,20416,H20416,M,55.812658936611996,422.0,Yes
20416,20417,H20417,M,57.0,606.585796607797,Yes
20417,20418,H20418,M,55.812658936611996,606.585796607797,Yes
20418,20419,H20419,F,55.812658936611996,606.585796607797,No
20419,20420,H20420,F,70.0,606.585796607797,No
20420,20421,H20421,F,57.0,521.0,Yes
20421,20422,H20422,M,53.0,498.0,No
20422,20423,H20423,M,64.0,887.0,No
20423,20424,H20424,F,60.0,606.585796607797,Yes
20424,20425,H20425,F,63.0,714.0,Yes
20426,20427,H20427,F,59.0,606.585796607797,No
20427,20428,H20428,M,50.0,437.0,No
20428,20429,H20429,M,52.0,606.585796607797,No
20429,20430,H20430,M,55.812658936611996,606.585796607797,No
20430,20431,H20431,F,55.812658936611996,433.0,Yes
20431,20432,H20432,F,64.0,882.0,No
20432,20433,H20433,M,55.812658936611996,606.585796607797,Yes
20433,20434,H20434,F,34.0,606.585796607797,No
20434,20435,H20435,M,50.0,440.0,No
20435,20436,H20436,M,29.0,200.0,Yes
20437,20438,H20438,F,55.812658936611996,606.585796607797,Yes
20438,20439,H20439,F,55.812658936611996,704.0,Yes
20439,20440,H20440,F,40.0,293.0,No
20440,20441,H20441,F,60.0,642.0,Yes
20441,20442,H20442,F,61.0,749.0,Yes
20442,20443,H20443,M,55.812658936611996,606.585796607797,No
20443,20444,H20444,M,55.812658936611996,606.585796607797,Yes
20444,20445,H20445,F,62.0,770.0,Yes
20445,20446,H20446,F,62.0,714.0,Yes
20446,20447,H20447,F,47.0,384.0,Yes
20447,20448,H20448,M,55.812658936611996,759.0,No
20448,20449,H20449,F,37.0,229.0,No
20449,20450,H20450,F,55.0,494.0,Yes
20450,20451,H20451,F,58.0,606.585796607797,Yes
20451,20452,H20452,F,52.0,416.0,Yes
20453,20454,H20454,M,59.0,636.0,Yes
20454,20455,H20455,F,55.812658936611996,775.0,No
20455,20456,H20456,F,65.0,848.0,No
20456,20457,H20457,M,65.0,824.0,Yes
20457,20458,H20458,M,55.812658936611996,404.0,No
20459,20460,H20460,F,56.0,573.0,Yes
20460,20461,H20461,F,60.0,623.0,Yes
20461,20462,H20462,M,43.0,341.0,Yes
20462,20463,H20463,M,55.812658936611996,606.585796607797,Yes
20463,20464,H20464,M,63.0,606.585796607797,Yes
20464,20465,H20465,F,67.0,940.0,Yes
20465,20466,H20466,F,63.0,739.0,Yes
20466,20467,H20467,M,58.0,691.0,Yes
20467,20468,H20468,F,65.0,606.585796607797,Yes
20468,20469,H20469,M,46.0,387.0,Yes
20469,20470,H20470,F,53.0,460.0,No
20470,20471,H20471,F,53.0,494.0,No
20471,20472,H20472,M,41.0,263.0,Yes
20473,20474,H20474,F,32.0,215.0,No
20474,20475,H20475,M,45.0,338.0,No
20475,20476,H20476,F,44.0,606.585796607797,No
20476,20477,H20477,F,55.812658936611996,606.585796607797,Yes
20477,20478,H20478,M,53.0,480.0,No
20478,20479,H20479,F,55.812658936611996,868.0,Yes
20479,20480,H20480,M,55.812658936611996,606.585796607797,No
20480,20481,H20481,F,55.812658936611996,720.0,Yes
20481,20482,H20482,M,63.0,742.0,Yes
20482,20483,H20483,M,55.812658936611996,606.585796607797,Yes
20483,20484,H20484,F,58.0,639.0,Yes
20484,20485,H20485,M,59.0,606.585796607797,Yes
20485,20486,H20486,F,55.812658936611996,773.0,Yes
20486,20487,H20487,F,55.812658936611996,1165.0,No
20487,20488,H20488,F,55.812658936611996,606.585796607797,Yes
20488,20489,H20489,M,61.0,606.585796607797,Yes
20489,20490,H20490,M,56.0,591.0,No
20490,20491,H20491,F,71.0,1106.0,No
20491,20492,H20492,M,55.812658936611996,1093.0,Yes
20492,20493,H20493,F,66.0,606.585796607797,Yes
20493,20494,H20494,F,36.0,248.0,No
20494,20495,H20495,M,62.0,606.585796607797,Yes
20495,20496,H20496,M,55.812658936611996,606.585796607797,Yes
20496,20497,H20497,F,55.812658936611996,754.0,No
20497,20498,H20498,M,55.812658936611996,606.585796607797,Yes
20498,20499,H20499,F,55.812658936611996,606.585796607797,Yes
20499,20500,H20500,M,63.0,788.0,Yes
20500,20501,H20501,M,62.0,710.0,Yes
20501,20502,H20502,F,65.0,890.0,No
20502,20503,H20503,F,55.812658936611996,919.0,No
20503,20504,H20504,M,72.0,1192.0,Yes
20504,20505,H20505,F,59.0,627.0,No
20505,20506,H20506,F,62.0,782.0,Yes
20506,20507,H20507,M,55.812658936611996,606.585796607797,No
20507,20508,H20508,F,55.812658936611996,606.585796607797,No
20508,20509,H20509,F,55.812658936611996,606.585796607797,Yes
20509,20510,H20510,F,55.812658936611996,401.0,Yes
20510,20511,H20511,M,55.812658936611996,600.0,Yes
20511,20512,H20512,M,55.812658936611996,606.585796607797,Yes
20512,20513,H20513,F,55.812658936611996,606.585796607797,No
20513,20514,H20514,M,55.812658936611996,777.0,Yes
20514,20515,H20515,F,55.812658936611996,606.585796607797,No
20515,20516,H20516,M,55.812658936611996,606.585796607797,Yes
20516,20517,H20517,M,55.812658936611996,379.0,Yes
20517,20518,H20518,F,61.0,606.585796607797,No
20518,20519,H20519,M,52.0,415.0,Yes
20519,20520,H20520,M,59.0,686.0,Yes
20520,20521,H20521,F,57.0,519.0,No
20521,20522,H20522,M,55.0,479.0,Yes
20522,20523,H20523,M,55.812658936611996,606.585796607797,No
20523,20524,H20524,M,32.0,606.585796607797,No
20524,20525,H20525,F,56.0,500.0,No
20525,20526,H20526,F,55.812658936611996,606.585796607797,Yes
20526,20527,H20527,M,56.0,606.585796607797,No
20527,20528,H20528,F,43.0,606.585796607797,Yes
20528,20529,H20529,M,35.0,253.0,No
20529,20530,H20530,F,40.0,606.585796607797,Yes
20530,20531,H20531,F,59.0,634.0,Yes
20531,20532,H20532,M,55.812658936611996,606.585796607797,Yes
20532,20533,H20533,M,55.812658936611996,606.585796607797,Yes
20534,20535,H20535,M,55.812658936611996,697.0,Yes
20535,20536,H20536,F,55.812658936611996,606.585796607797,No
20536,20537,H20537,F,57.0,570.0,Yes
20537,20538,H20538,M,55.0,472.0,No
20538,20539,H20539,M,60.0,650.0,Yes
20539,20540,H20540,F,71.0,1116.0,Yes
20540,20541,H20541,F,66.0,957.0,Yes
20541,20542,H20542,F,65.0,873.0,Yes
20542,20543,H20543,M,63.0,793.0,Yes
20543,20544,H20544,M,58.0,695.0,No
20545,20546,H20546,M,55.812658936611996,349.0,No
20546,20547,H20547,F,59.0,625.0,Yes
20547,20548,H20548,M,55.812658936611996,606.585796607797,No
20548,20549,H20549,M,72.0,1164.0,Yes
20549,20550,H20550,F,57.0,587.0,Yes
20550,20551,H20551,M,55.0,606.585796607797,Yes
20551,20552,H20552,F,54.0,459.0,Yes
20552,20553,H20553,M,55.812658936611996,729.0,Yes
20553,20554,H20554,M,56.0,520.0,Yes
20554,20555,H20555,M,66.0,921.0,No
20555,20556,H20556,F,55.812658936611996,779.0,No
20557,20558,H20558,F,61.0,709.0,No
20558,20559,H20559,M,55.812658936611996,606.585796607797,Yes
20559,20560,H20560,F,67.0,959.0,Yes
20560,20561,H20561,M,65.0,840.0,Yes
20561,20562,H20562,F,36.0,231.0,Yes
20562,20563,H20563,M,58.0,700.0,Yes
20563,20564,H20564,F,62.0,782.0,Yes
20564,20565,H20565,M,37.0,256.0,Yes
20566,20567,H20567,F,71.0,1143.0,No
20567,20568,H20568,M,50.0,422.0,Yes
20568,20569,H20569,M,59.0,606.585796607797,No
20569,20570,H20570,M,55.812658936611996,606.585796607797,No
20570,20571,H20571,F,56.0,606.585796607797,Yes
20571,20572,H20572,F,55.812658936611996,700.0,Yes
20572,20573,H20573,F,55.812658936611996,505.0,Yes
20573,20574,H20574,M,55.812658936611996,896.0,No
20574,20575,H20575,M,55.812658936611996,330.0,Yes
20575,20576,H20576,F,55.812658936611996,624.0,Yes
20576,20577,H20577,M,45.0,606.585796607797,Yes
20577,20578,H20578,F,55.812658936611996,694.0,Yes
20578,20579,H20579,M,51.0,606.585796607797,Yes
20579,20580,H20580,F,47.0,396.0,Yes
20580,20581,H20581,F,55.812658936611996,606.585796607797,No
20581,20582,H20582,M,49.0,390.0,Yes
20582,20583,H20583,F,55.812658936611996,606.585796607797,Yes
20584,20585,H20585,M,70.0,1107.0,No
20586,20587,H20587,M,66.0,908.0,No
20587,20588,H20588,F,60.0,650.0,Yes
20588,20589,H20589,F,65.0,882.0,Yes
20589,20590,H20590,M,63.0,782.0,Yes
20591,20592,H20592,F,55.812658936611996,606.585796607797,Yes
20592,20593,H20593,F,30.0,200.0,No
20593,20594,H20594,F,53.0,492.0,Yes
20594,20595,H20595,F,55.812658936611996,587.0,Yes
20595,20596,H20596,M,47.0,372.0,Yes
20596,20597,H20597,F,50.0,441.0,No
20597,20598,H20598,F,55.812658936611996,606.585796607797,No
20598,20599,H20599,M,47.0,351.0,Yes
20599,20600,H20600,M,46.0,372.0,No
20600,20601,H20601,F,51.0,450.0,No
20601,20602,H20602,F,58.0,606.585796607797,Yes
20602,20603,H20603,F,55.812658936611996,606.585796607797,Yes
20603,20604,H20604,F,69.0,1037.0,No
20604,20605,H20605,F,55.812658936611996,606.585796607797,Yes
20605,20606,H20606,M,55.812658936611996,927.0,No
20606,20607,H20607,M,55.812658936611996,762.0,Yes
20607,20608,H20608,F,59.0,614.0,No
20608,20609,H20609,F,57.0,514.0,Yes
20610,20611,H20611,F,56.0,606.585796607797,No
20611,20612,H20612,M,43.0,310.0,Yes
20613,20614,H20614,F,55.812658936611996,606.585796607797,No
20614,20615,H20615,M,55.812658936611996,622.0,Yes
20615,20616,H20616,F,58.0,668.0,No
20616,20617,H20617,F,55.812658936611996,606.585796607797,Yes
20617,20618,H20618,M,51.0,441.0,No
20618,20619,H20619,M,58.0,660.0,No
20619,20620,H20620,F,65.0,826.0,No
20620,20621,H20621,M,51.0,443.0,No
20621,20622,H20622,M,64.0,868.0,No
20623,20624,H20624,M,45.0,350.0,No
20624,20625,H20625,M,66.0,900.0,Yes
20625,20626,H20626,F,63.0,606.585796607797,No
20626,20627,H20627,F,55.812658936611996,606.585796607797,No
20627,20628,H20628,M,55.812658936611996,606.585796607797,No
20628,20629,H20629,F,63.0,606.585796607797,No
20629,20630,H20630,F,55.812658936611996,606.585796607797,Yes
20630,20631,H20631,M,55.812658936611996,665.0,Yes
20631,20632,H20632,M,47.0,606.585796607797,Yes
20632,20633,H20633,M,64.0,847.0,No
20633,20634,H20634,M,55.812658936611996,606.585796607797,No
20634,20635,H20635,F,55.812658936611996,354.0,No
20635,20636,H20636,M,60.0,688.0,Yes
20636,20637,H20637,F,60.0,606.585796607797,No
20637,20638,H20638,F,55.812658936611996,606.585796607797,No
20638,20639,H20639,F,55.812658936611996,606.585796607797,No
20639,20640,H20640,F,55.812658936611996,275.0,No
20640,20641,H20641,F,47.0,606.585796607797,Yes
20641,20642,H20642,F,55.812658936611996,494.0,No
20642,20643,H20643,M,58.0,616.0,Yes
20644,20645,H20645,F,55.812658936611996,606.585796607797,Yes
20646,20647,H20647,F,55.812658936611996,354.0,No
20647,20648,H20648,F,55.812658936611996,606.585796607797,No
20648,20649,H20649,M,61.0,786.0,Yes
20649,20650,H20650,M,55.812658936611996,606.585796607797,Yes
20650,20651,H20651,M,55.812658936611996,606.585796607797,Yes
20651,20652,H20652,F,62.0,737.0,No
20652,20653,H20653,F,56.0,606.585796607797,Yes
20653,20654,H20654,M,55.812658936611996,606.585796607797,Yes
20654,20655,H20655,F,56.0,606.585796607797,No
20655,20656,H20656,F,43.0,318.0,No
20656,20657,H20657,F,55.812658936611996,563.0,No
20657,20658,H20658,M,55.812658936611996,676.0,Yes
20658,20659,H20659,F,55.812658936611996,606.585796607797,No
20659,20660,H20660,F,56.0,606.585796607797,No
20660,20661,H20661,F,46.0,366.0,Yes
20661,20662,H20662,F,55.812658936611996,606.585796607797,No
20662,20663,H20663,F,55.812658936611996,606.585796607797,No
20663,20664,H20664,M,55.812658936611996,606.585796607797,Yes
20664,20665,H20665,M,55.812658936611996,606.585796607797,No
20665,20666,H20666,M,44.0,328.0,No
20666,20667,H20667,F,55.812658936611996,217.0,No
20667,20668,H20668,F,48.0,400.0,No
20668,20669,H20669,M,43.0,338.0,No
20669,20670,H20670,F,63.0,772.0,Yes
20670,20671,H20671,F,62.0,762.0,No
20671,20672,H20672,M,55.812658936611996,606.585796607797,Yes
20672,20673,H20673,F,48.0,394.0,No
20673,20674,H20674,M,55.812658936611996,606.585796607797,No
20674,20675,H20675,M,64.0,887.0,No
20675,20676,H20676,M,59.0,663.0,Yes
20676,20677,H20677,M,46.0,361.0,No
20677,20678,H20678,M,55.812658936611996,606.585796607797,No
20678,20679,H20679,F,55.812658936611996,842.0,Yes
20679,20680,H20680,M,60.0,645.0,No
20680,20681,H20681,F,55.812658936611996,606.585796607797,Yes
20681,20682,H20682,F,48.0,606.585796607797,No
20682,20683,H20683,M,59.0,606.585796607797,No
20683,20684,H20684,F,33.0,250.0,No
20684,20685,H20685,M,55.812658936611996,453.0,Yes
20685,20686,H20686,M,31.0,213.0,Yes
20686,20687,H20687,F,55.812658936611996,324.0,No
20687,20688,H20688,F,65.0,606.585796607797,No
20688,20689,H20689,F,55.812658936611996,831.0,No
20689,20690,H20690,F,55.812658936611996,630.0,No
20691,20692,H20692,M,50.0,440.0,Yes
20692,20693,H20693,M,60.0,676.0,No
20693,20694,H20694,M,55.812658936611996,606.585796607797,No
20694,20695,H20695,F,70.0,1099.0,Yes
20695,20696,H20696,F,55.812658936611996,606.585796607797,No
20696,20697,H20697,M,55.0,496.0,Yes
20697,20698,H20698,F,58.0,691.0,Yes
20699,20700,H20700,M,55.812658936611996,606.585796607797,Yes
20700,20701,H20701,M,44.0,330.0,Yes
20701,20702,H20702,F,71.0,606.585796607797,No
20702,20703,H20703,F,60.0,669.0,No
20703,20704,H20704,M,55.812658936611996,606.585796607797,No
20704,20705,H20705,M,55.812658936611996,606.585796607797,Yes
20705,20706,H20706,F,52.0,415.0,Yes
20706,20707,H20707,M,55.812658936611996,652.0,Yes
20707,20708,H20708,M,62.0,778.0,No
20708,20709,H20709,F,55.812658936611996,663.0,Yes
20709,20710,H20710,F,55.812658936611996,773.0,No
20710,20711,H20711,M,58.0,664.0,No
20711,20712,H20712,M,63.0,788.0,No
20712,20713,H20713,F,59.0,643.0,No
20713,20714,H20714,F,55.812658936611996,606.585796607797,No
20714,20715,H20715,F,45.0,338.0,No
20715,20716,H20716,F,62.0,764.0,Yes
20716,20717,H20717,M,53.0,470.0,No
20717,20718,H20718,M,55.812658936611996,692.0,No
20718,20719,H20719,M,55.812658936611996,606.585796607797,No
20719,20720,H20720,F,56.0,606.585796607797,Yes
20720,20721,H20721,M,61.0,736.0,Yes
20721,20722,H20722,M,63.0,792.0,Yes
20722,20723,H20723,F,55.812658936611996,232.0,No
20723,20724,H20724,M,57.0,577.0,No
20724,20725,H20725,M,56.0,528.0,Yes
20725,20726,H20726,M,56.0,531.0,No
20726,20727,H20727,M,63.0,606.585796607797,Yes
20727,20728,H20728,F,55.812658936611996,362.0,No
20728,20729,H20729,F,44.0,340.0,No
20729,20730,H20730,M,59.0,637.0,Yes
20730,20731,H20731,F,64.0,861.0,Yes
20731,20732,H20732,M,63.0,785.0,Yes
20732,20733,H20733,F,55.812658936611996,606.585796607797,No
20733,20734,H20734,F,55.812658936611996,606.585796607797,Yes
20734,20735,H20735,M,48.0,388.0,No
20735,20736,H20736,M,63.0,606.585796607797,No
20737,20738,H20738,F,59.0,609.0,No
20738,20739,H20739,F,55.812658936611996,606.585796607797,No
20739,20740,H20740,F,47.0,361.0,Yes
20740,20741,H20741,M,63.0,606.585796607797,No
20741,20742,H20742,F,56.0,606.585796607797,Yes
20742,20743,H20743,M,55.812658936611996,794.0,No
20743,20744,H20744,M,55.812658936611996,606.585796607797,No
20744,20745,H20745,M,55.812658936611996,606.585796607797,Yes
20745,20746,H20746,F,59.0,606.585796607797,No
20746,20747,H20747,F,57.0,590.0,Yes
20747,20748,H20748,F,38.0,254.0,Yes
20748,20749,H20749,M,63.0,796.0,No
20749,20750,H20750,F,55.812658936611996,360.0,No
20750,20751,H20751,F,55.812658936611996,726.0,No
20751,20752,H20752,M,60.0,606.585796607797,No
20752,20753,H20753,M,50.0,425.0,No
20753,20754,H20754,F,50.0,425.0,No
20754,20755,H20755,F,58.0,606.585796607797,Yes
20755,20756,H20756,F,50.0,405.0,No
20756,20757,H20757,M,33.0,232.0,Yes
20757,20758,H20758,F,65.0,889.0,No
20758,20759,H20759,M,55.812658936611996,665.0,No
20759,20760,H20760,F,66.0,921.0,No
20760,20761,H20761,F,58.0,677.0,Yes
20763,20764,H20764,F,52.0,606.585796607797,Yes
20764,20765,H20765,F,55.812658936611996,606.585796607797,No
20765,20766,H20766,F,59.0,652.0,Yes
20766,20767,H20767,M,54.0,455.0,No
20767,20768,H20768,M,36.0,250.0,Yes
20768,20769,H20769,F,56.0,507.0,Yes
20769,20770,H20770,M,60.0,606.585796607797,No
20770,20771,H20771,M,55.812658936611996,606.585796607797,Yes
20771,20772,H20772,F,50.0,606.585796607797,Yes
20772,20773,H20773,M,63.0,606.585796607797,No
20773,20774,H20774,M,45.0,606.585796607797,Yes
20774,20775,H20775,M,54.0,606.585796607797,Yes
20775,20776,H20776,F,67.0,606.585796607797,Yes
20776,20777,H20777,F,61.0,738.0,Yes
20777,20778,H20778,F,55.812658936611996,606.585796607797,Yes
20778,20779,H20779,F,46.0,367.0,No
20779,20780,H20780,F,57.0,500.0,No
20781,20782,H20782,M,63.0,793.0,No
20782,20783,H20783,M,32.0,191.0,Yes
20783,20784,H20784,F,58.0,606.585796607797,No
20784,20785,H20785,F,47.0,400.0,No
20785,20786,H20786,F,55.812658936611996,733.0,Yes
20786,20787,H20787,M,35.0,229.0,No
20787,20788,H20788,F,55.812658936611996,231.0,Yes
20788,20789,H20789,F,67.0,606.585796607797,Yes
20789,20790,H20790,M,55.812658936611996,606.585796607797,No
20790,20791,H20791,M,58.0,623.0,No
20791,20792,H20792,M,55.812658936611996,606.585796607797,No
20792,20793,H20793,F,55.812658936611996,606.585796607797,No
20793,20794,H20794,F,53.0,606.585796607797,No
20794,20795,H20795,F,55.812658936611996,1026.0,No
20795,20796,H20796,F,60.0,638.0,No
20796,20797,H20797,M,48.0,606.585796607797,No
20797,20798,H20798,F,51.0,429.0,Yes
20798,20799,H20799,F,55.812658936611996,521.0,No
20799,20800,H20800,F,60.0,612.0,Yes
20800,20801,H20801,F,42.0,262.0,Yes
20801,20802,H20802,F,35.0,236.0,No
20802,20803,H20803,F,59.0,671.0,No
20803,20804,H20804,M,55.812658936611996,606.585796607797,Yes
20804,20805,H20805,M,55.812658936611996,822.0,Yes
20805,20806,H20806,M,44.0,339.0,No
20806,20807,H20807,M,55.812658936611996,898.0,No
20807,20808,H20808,M,57.0,569.0,No
20808,20809,H20809,F,56.0,507.0,No
20809,20810,H20810,M,55.812658936611996,357.0,No
20810,20811,H20811,F,61.0,712.0,No
20811,20812,H20812,M,49.0,355.0,No
20812,20813,H20813,M,59.0,680.0,No
20813,20814,H20814,F,56.0,516.0,Yes
20814,20815,H20815,M,60.0,606.585796607797,Yes
20815,20816,H20816,M,55.812658936611996,571.0,Yes
20816,20817,H20817,F,60.0,621.0,Yes
20817,20818,H20818,F,55.812658936611996,653.0,Yes
